author_name,career_stage,paper_title,paper_year,times_cited,total_authors_listed,coauthors,coauthor_count,coauthor_countries_counts,group,gender,coauthor_genders
Xiaoli Liu,Senior,DHX15 is associated with poor prognosis in acute myeloid leukemia (AML) and regulates cell apoptosis via the NF-kB signaling pathway,2017,41,17,"Lili Pan, Yang Li, Haiying Zhang, Yi Zheng, Wang Jian-hu, Yi Wang, Jing Wang, Yuanhua Cai, Qiao Liu, Wanling Chen, Ying Guo, Yuanmao Huang, Feng Qian, Jin Li, Jiucun Wang, Shaoyuan Wang",16,{'CN': 15},treatment,unknown,"{'M': 0, 'F': 2}"
Xiaoli Liu,Senior,Baicalin hydrate inhibits cancer progression in nasopharyngeal carcinoma by affecting genome instability and splicing,2017,37,13,"Weiwei Lai, Jiantao Jia, Bin Yan, Yiqun Jiang, Yongyong Shi, Ling Chen, Chao Mao, Haosheng Tang, Menghui Gao, Ya Cao, Shuang Liu, Yongguang Tao",12,{'CN': 13},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Chronic repetitive transcranial magnetic stimulation (rTMS) on sleeping quality and mood status in drug dependent male inpatients during abstinence,2019,37,10,"Jian Lin, Hailong Li, Liling Yu, Miaosen Shen, Yongjin Lou, Shuzhen Xie, Jie Chen, Rui Zhang, Ti‐Fei Yuan",9,{'CN': 6},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Glycation of paraoxonase 1 by high glucose instigates endoplasmic reticulum stress to induce endothelial dysfunction in vivo,2017,36,9,"Wei Yu, Liru Feng, Hui Yang, Weiye Yu, Tiejian Feng, Shuangxi Wang, Jun Wang, Ning Liu",8,{'CN': 9},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Brain Senescence Caused by Elevated Levels of Reactive Metabolite Methylglyoxal on D-Galactose-Induced Aging Mice,2019,34,5,"Hong Li, Ling Zheng, Chao Chen, Wensheng Zhang",4,{'CN': 4},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,P2X7 promotes the progression of MLL-AF9 induced acute myeloid leukemia by upregulation of Pbx3,2020,34,11,"Wenli Feng, Xiao Yang, Lina Wang, Rong Wang, Feifei Yang, Hao Wang, Qian Ren, Yingchi Zhang, Xiaofan Zhu, Guoguang Zheng",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,"Adrenal artery ablation for primary aldosteronism without apparent aldosteronoma: An efficacy and safety, proof‐of‐principle trial",2020,34,15,"Hexuan Zhang, Qiang Li, Zhigang Zhao, Hongbo He, Fang Sun, Yangning Hong, Xunmei Zhou, Yingsha Li, Rufei Shen, Xiaona Bu, Zhencheng Yan, Hongting Zheng, Gangyi Yang, Zhiming Zhu",14,{'CN': 15},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Monocyte-Derived Leukemia-Associated Macrophages Facilitate Extramedullary Distribution of T-cell Acute Lymphoblastic Leukemia Cells,2020,32,11,"Feifei Yang, Wenli Feng, Hao Wang, Lina Wang, Rong Wang, Chong Chen, Xiao Yang, Dongyue Zhang, Qian Ren, Guoguang Zheng",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Long non‐coding RNA MEG3 promotes autophagy and apoptosis of nasopharyngeal carcinoma cells <i>via</i> PTEN up‐regulation by binding to microRNA‐21,2020,31,3,"Liqiang Lin, Baotao Lv",2,{'CN': 3},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Cervical cancer-derived exosomal miR-663b promotes angiogenesis by inhibiting vinculin expression in vascular endothelial cells,2021,29,11,"Xuewu You, Wenxiong Sun, Ying Wang, Aihong Wang, Lu Liu, Sai Han, Yu Sun, Junhua Zhang, Lingyu Guo, Youzhong Zhang",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Targeting the Hippo Pathway in Gastric Cancer and Other Malignancies in the Digestive System: From Bench to Bedside,2022,22,11,"Yifei Wang, Bonan Chen, Wai Nok Chan, Chun Wai Mui, Alvin Ho‐Kwan Cheung, Jinglin Zhang, Kit Yee Wong, Jun Yu, Wei Kang, Ka‐Fai To",10,"{'CN': 1, 'HK': 10}",treatment,unknown,"{'M': 3, 'F': 0}"
Xiaoli Liu,Senior,Catheter-based adrenal ablation: an alternative therapy for patients with aldosterone-producing adenoma,2022,22,25,"Fang Sun, Hexuan Zhang, Xunmei Zhou, Zhigang Zhao, Hongbo He, Zhencheng Yan, Yingsha Li, Qiang Li, Yaoming Li, Jun Jiang, Zhiming Zhu, Hongyun Miao, Zhiyong Li, Ping Wei, Min Long, Xiaoli Chen, Xiaoyun Fan, Wuquan Deng, Yangjie He, Qingbin Liao, Xingrong Tan, Ping Zhang, Yong Luo, Yong Liao",24,{'CN': 21},treatment,unknown,"{'M': 3, 'F': 0}"
Xiaoli Liu,Senior,Peptidoglycan-based immunomodulation,2022,21,3,"Qingshen Sun, Xiuliang Li",2,{'CN': 3},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Out of the cycle: Impact of cell cycle aberrations on cancer metabolism and metastasis,2022,21,7,"Alvin Ho‐Kwan Cheung, Chris Ho‐Lam Hui, Kit Yee Wong, Bonan Chen, Wei Kang, Ka‐Fai To",6,{'HK': 7},treatment,unknown,"{'M': 3, 'F': 0}"
Xiaoli Liu,Senior,Upregulation of Tim‐3 is associated with poor prognosis in acute myeloid leukemia,2022,19,10,"Zhengwei Wu, Jiawang Ou, Nannan Liu, Zhixiang Wang, Junjie Chen, Zihong Cai, Xiao Yu, Min Dai, Hongsheng Zhou",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Long non-coding RNA MFSD4A-AS1 promotes lymphangiogenesis and lymphatic metastasis of papillary thyroid cancer,2023,14,12,"Zhang Chun-hai, Xiaomiao Wang, Can Cui, Hanwen Cui, Baishu Zhu, Anqi Chen, Lu Zhang, Jingwei Xin, Qingfeng Fu, Gianlorenzo Dionigi, Hui Sun",11,"{'CN': 11, 'IT': 1}",treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Ongoing involvers and promising therapeutic targets of hepatic fibrosis: The hepatic immune microenvironment,2023,13,11,"Nana Zhang, Huimin Yao, Zhixuan Zhang, Zhuoqun Li, Xue Chen, Yan Zhao, Ran Ju, Jiayi He, Heli Pan, Yi Lv",10,{'CN': 11},treatment,unknown,"{'M': 1, 'F': 3}"
Xiaoli Liu,Senior,Targeting the KRT16-vimentin axis for metastasis in lung cancer,2023,13,10,"Wen Wang, Lifei Zhu, Jiao Zhou, Mei Xiao, Nan Chen, Xiaodan Huang, Hongtao Chen, Xiaofeng Pei, Hongyu Zhang",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,The Whole Exome Sequencing Clarifies the Genotype- Phenotype Correlations in Patients with Early-Onset Dementia,2018,31,11,"Yangqi Xu, Junyi Shen, Wotu Tian, Rong Fang, Binyin Li, Jianfang Ma, Li Cao, Shengdi Chen, Guanjun Li, Huidong Tang",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Alternative splicing-derived intersectin1-L and intersectin1-S exert opposite function in glioma progression,2019,29,11,"Ying Shao, Wei Chong, Yun Xu, Huikun Zhang, Qiao Xu, Zhifang Guo, Yawen Zhao, Ming Zhang, Yongjie Ma, Feng Gu",10,"{'CN': 9, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Aquaporin 1 promotes sensitivity of anthracycline chemotherapy in breast cancer by inhibiting β-catenin degradation to enhance TopoIIα activity,2020,29,13,"Wei Chong, Huikun Zhang, Zhifang Guo, Limin Yang, Ying Shao, Yawen Zhao, Zhe Wang, Ming Zhang, Caixia Guo, Li Fu, Yongjie Ma, Feng Gu",12,"{'CN': 12, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,STK3 promotes gastric carcinogenesis by activating Ras-MAPK mediated cell cycle progression and serves as an independent prognostic biomarker,2021,25,22,"Bonan Chen, Wai Nok Chan, Chun Wai Mui, Jinglin Zhang, Yifei Wang, Alvin Ho‐Kwan Cheung, Aden K. Y. Chan, Ronald Chan, Kam Tong Leung, Yujuan Dong, Yi Pan, Ke Huixing, Liang Li, Zhaocai Zhou, Chi Chun Wong, William Ka Kei Wu, Alfred S.L. Cheng, Jun Yu, Kwok Wai Lo, Ka‐Fai To, Wei Kang",21,"{'HK': 18, 'CN': 4}",treatment,unknown,"{'M': 7, 'F': 0}"
Xiaoli Liu,Senior,Identification and characterization of a C-type lectin in turbot (Scophthalmus maximus) which functioning as a pattern recognition receptor that binds and agglutinates various bacteria,2021,24,10,"Qing Zhu, Huijun Huo, Qiang Fu, Ning Yang, Ting Xue, Changju Zhuang, Beibei Wang, Baofeng Su, Chao Li",9,"{'CN': 9, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The LOXL1 antisense RNA 1 (LOXL1-AS1)/microRNA-423-5p (miR-423-5p)/ectodermal-neural cortex 1 (ENC1) axis promotes cervical cancer through the mitogen-activated protein kinase (MEK)/extracellular signal-regulated kinase (ERK) pathway,2022,18,4,"Ping Zhang, Fanghui Zhao, Jia Ke",3,{'CN': 4},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Evaluation of the efficacy and safety of 5-aminolevulinic acid-mediated photodynamic therapy in women with high-risk HPV persistent infection after cervical conization,2022,18,8,"Lili Wang, Junhua Zhang, Yan Huang, Yan Liu, Jia Li, Youzhong Zhang, Lin Jia",7,{'CN': 8},treatment,unknown,"{'M': 2, 'F': 2}"
Xiaoli Liu,Senior,"Enhancement on antioxidant, anti-hyperglycemic and antibacterial activities of blackberry anthocyanins by processes optimization involving extraction and purification",2022,18,7,"Han Wu, Qing-Ru Di, Liang Zhong, Jianzhong Zhou, Cheng-Jun Shan, Aimin Ma",6,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The Risk Model Based on the Three Oxidative Stress-Related Genes Evaluates the Prognosis of LAC Patients,2022,17,9,"Qiang Guo, Huasong Liu, Xiangyu Luo, Ye Yuan, Yanmei Ji, Tao Liu, Jialong Guo, Jun Zhang",8,{'CN': 9},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Characterization of cuproptosis identified immune microenvironment and prognosis in acute myeloid leukemia,2023,12,9,"Dongmei Luo, Songyang Liu, Jie Luo, Hong Chen, Zherou He, Zicheng Gao, Ziyu Wen, Na Xu",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Antibacterial properties of antimicrobial peptide HHC36 modified polyetheretherketone,2023,12,10,"Weijia Gao, Han Xiao, Duo Sun, Yongli Li, Shihui Yang, Zhe Zhou, Yuanzheng Qi, Junjie Jiao, Jinghui Zhao",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,The <scp>E2F1–HOXB9</scp>/<scp>PBX2–CDK6</scp> axis drives gastric tumorigenesis and serves as a therapeutic target in gastric cancer,2023,12,21,"Jinglin Zhang, Bonan Chen, Yifei Wang, Huan Yan, Kit Yee Wong, Aden KY Chan, Alvin Ho‐Kwan Cheung, Chit Chow, Dazhi Xu, Shouyu Wang, Bing Huang, Li Liang, Ke Huixing, Chi Chun Wong, William Ka Kei Wu, Alfred S.L. Cheng, Jun Yu, Kwok Wai Lo, Ka‐Fai To, Wei Kang",20,"{'HK': 16, 'CN': 5}",treatment,unknown,"{'M': 6, 'F': 0}"
Xiaoli Liu,Senior,ABCA7-Associated Clinical Features and Molecular Mechanisms in Alzheimer’s Disease,2023,12,4,"Xiaohang Qian, Si-yue Chen, H.B. Tang",3,{'CN': 4},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"Genome-wide identification, evolution and expression analysis of bone morphogenetic protein (BMP) gene family in chinese soft-shell turtle (Pelodiscus sinensis)",2023,11,15,"Luo Lei, Junxian Zhu, Chen Chen, Yongchang Wang, Congcong Wu, Ming Qi, Yakun Wang, Xiaoyou Hong, Lingyun Yu, Haigang Chen, Chengqing Wei, Yihui Liu, Wei Li, Xinping Zhu",14,{'CN': 14},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,SPEG-deficient skeletal muscles exhibit abnormal triad and defective calcium handling,2018,27,12,"Virginia Huntoon, Jeffrey J. Widrick, Colline Sanchez, Samantha M. Rosen, Candice Kutchukian, Siqi Cao, Christopher R. Pierson, Mark A. Perrella, Alan H. Beggs, Vincent Jacquemond, Pankaj B. Agrawal",11,"{'US': 8, 'FR': 3, 'CN': 1}",treatment,unknown,"{'M': 6, 'F': 3}"
Xiaoli Liu,Senior,Regulation of Cholesterol Homeostasis by a Novel Long Non-coding RNA LASER,2019,26,16,"Chuanwei Li, Zhangxue Hu, Wen Zhang, Junyi Yu, Yang Yang, Zaicheng Xu, Hao Luo, Yukai Liu, Caiyu Chen, Yue Cai, Xuewei Xia, Xiaoqun Zhang, Da‐Zhi Wang, Gengze Wu, Chunyu Zeng",15,"{'CN': 12, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,HADHA overexpression disrupts lipid metabolism and inhibits tumor growth in clear cell renal cell carcinoma,2019,26,11,"Shuai Liu, Fei Wu, Xu‐Feng Zhang, Hui Zhang, Dexuan Gao, Dongbin Bi, Hongyi Qu, Juntao Ge, Yue Xu, Zuohui Zhao",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Diosbulbin B-Induced Mitochondria-Dependent Apoptosis in L-02 Hepatocytes is Regulated by Reactive Oxygen Species-Mediated Autophagy,2019,24,9,"Jing Ye, Mei Xue, Yamin Liu, Sirui Zhu, Yu Li, Danhong Cai, Rui Jia, Liang Zhang",8,{'CN': 9},treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,Characterization of a novel lncRNA (SETD3-OT) in turbot (Scophthalmus maximus L.),2020,24,10,"Ning Yang, Beibei Wang, Zhouxin Yu, Qiang Fu, Min Cao, Ting Xue, Yichao Ren, Fenghua Tan, Chao Li",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Long Non-Coding RNA MAPK8IP1P2 Inhibits Lymphatic Metastasis of Thyroid Cancer by Activating Hippo Signaling via Sponging miR-146b-3p,2021,22,13,"Qingfeng Fu, Xuehai Bian, Yantao Fu, Jingwei Xin, Nan Liang, Shijie Li, Yishen Zhao, Fang Li, Changlin Li, Jiao Zhang, Gianlorenzo Dionigi, Hui Sun",12,"{'CN': 4, 'HK': 8, 'IT': 1}",treatment,unknown,"{'M': 1, 'F': 1}"
Xiaoli Liu,Senior,Transcriptome Profiling of the Ovarian Cells at the Single-Cell Resolution in Adult Asian Seabass,2021,20,8,"Wei Li, Yanping Yang, Kaili Chen, Yulin Li, Xinping Zhu, Hua Ye, Hongyan Xu",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Mitigation of liver fibrosis via hepatic stellate cells mitochondrial apoptosis induced by metformin,2022,15,8,"Ying Su, Shan Lu, Chenjian Hou, Kehan Ren, Meili Wang, Shanyu Zhao, Xiuping Liu",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Activating transcription factor 6 regulates cystathionine to increase autophagy and restore memory in Alzheimer’ s disease model mice,2022,15,7,"Jun‐Yuan Zhang, Shuang Ma, Yayun Du, Xilin Zhu, Ying Liu, Xiaopan Wu",6,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Decreased APOC1 expression inhibited cancer progression and was associated with better prognosis and immune microenvironment in esophageal cancer.,2022,15,11,"Qiang Guo, Ni Jiang, Wenjun Zhang, Shao-wen Guo, Heng Yang, Yanmei Ji, Jun Zhou, Jialong Guo, Jun Zhang, Huasong Liu",10,{'CN': 11},treatment,unknown,"{'M': 2, 'F': 0}"
Xiaoli Liu,Senior,"A new prognostic model for RHOV, ABCC2, and CYP4B1 to predict the prognosis and association with immune infiltration of lung adenocarcinoma",2023,10,11,"Qiao Li, Ni Jiang, Qianyun Li, Yongxiang Song, Xixian Ke, Han Hao, Qian Luo, Qiang Guo, Xiangyu Luo, Cheng Chen",10,{'CN': 11},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"Rapid, sensitive, and highly specific detection of monkeypox virus by CRISPR-based diagnostic platform",2023,10,6,"Lin Gong, Xiaohong Chen, Yimei Wang, Jiansheng Liang, Yi Wang",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,"DrwH, a novel WHy domain-containing hydrophobic LEA5C protein from Deinococcus radiodurans, protects enzymatic activity under oxidative stress",2017,24,22,"Shijie Jiang, Jin Wang, Yingying Liu, Guoxin Cui, Liwen Zhang, Jiahui Han, Xiaoli Wu, Xue Dong, Ahmed E. Gomaa, Shuai Feng, Heng Zhang, Yun Chen, Shuzhen Ping, Ming Chen, Wei Zhang, Liang Li, Zhengfu Zhou, Kaijing Zuo, Xufeng Li, Yi Yang, Min Lin",21,{'CN': 22},treatment,unknown,"{'M': 1, 'F': 1}"
Xiaoli Liu,Senior,Endogenous authentic OCT4A proteins directly regulate FOS/AP-1 transcription in somatic cancer cells,2018,23,21,"Yanwen Zhou, Xinyu Chen, Bo Kang, Shiqi She, Xiao‐Bing Zhang, Chen Cheng, Wenxin Li, Wenjie Chen, Songsong Dan, Xiaoyun Pan, Jianqin He, Qingwei Zhao, Chenggang Zhu, Ling Peng, Haoyi Wang, Hang‐Ping Yao, Hongcui Cao, Lanjuan Li, Meenhard Herlyn, Yingjie Wang",20,"{'CN': 14, 'US': 2}",treatment,unknown,"{'M': 2, 'F': 0}"
Xiaoli Liu,Senior,The GC2 haplotype of the vitamin D binding protein is a risk factor for a low plasma 25-hydroxyvitamin D concentration in a Han Chinese population,2019,23,14,"Ji‐Chang Zhou, Yumei Zhu, Chunmei Gong, Xiongshun Liang, Xiaoying Zhou, Yuanfei Xu, Deliang Lyu, Junluan Mo, Jian Xu, Jinping Song, Xiaoling Che, Shiqiang Sun, Changhua Huang",13,{'CN': 2},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,DNA methylation modifier LSH inhibits p53 ubiquitination and transactivates p53 to promote lipid metabolism,2019,23,16,"Ling Chen, Ying Shi, Na Liu, Zuli Wang, Rui Yang, Bin Yan, Weiwei Lai, Yating Liu, Desheng Xiao, Hu Zhou, Yan Cheng, Ya Cao, Shuang Liu, Zanxian Xia, Yongguang Tao",15,{'CN': 16},treatment,unknown,"{'M': 2, 'F': 0}"
Xiaoli Liu,Senior,Inhibition of Neddylation Modification Sensitizes Pancreatic Cancer Cells to Gemcitabine,2017,22,8,"Hua Li, Weihua Zhou, Lihui Li, Jianfu Wu, Lili Zhao, Lijun Jia, Yi Sun",7,"{'US': 3, 'CN': 5}",treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,&lt;p&gt;Intensity-modulated carbon-ion radiation therapy versus intensity-modulated photon-based radiation therapy in locally recurrent nasopharyngeal carcinoma: a dosimetric comparison&lt;/p&gt;,2019,21,6,"Lei Wang, Jiyi Hu, Weiwei Wang, Lin Kong, Jiade J. Lu",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Expression of Stromal Cell–Derived Factor-1 by Mesenchymal Stromal Cells Impacts Neutrophil Function During Sepsis,2020,20,10,"Min‐Young Kwon, Sailaja Ghanta, Julie Ng, Konstantin Tsoyi, James A. Lederer, Roderick T. Bronson, Souheil El‐Chemaly, Su Wol Chung, Mark A. Perrella",9,"{'US': 9, 'KR': 1}",treatment,unknown,"{'M': 5, 'F': 1}"
Xiaoli Liu,Senior,Mesenchymal stromal cell‐derived syndecan‐2 regulates the immune response during sepsis to foster bacterial clearance and resolution of inflammation,2021,18,17,"Junwen Han, Yuanyuan Shi, Gareth R. Willis, Jewel Imani, Min‐Young Kwon, Gu Li, Ehab Ayaub, Sailaja Ghanta, Julie Ng, Narae Hwang, Konstantin Tsoyi, Souheil El‐Chemaly, Stella Kourembanas, S. Alex Mitsialis, Iván O. Rosas, Mark A. Perrella",16,"{'US': 16, 'CN': 1}",treatment,unknown,"{'M': 5, 'F': 3}"
Xiaoli Liu,Senior,Network pharmacology and molecular docking analysis on mechanisms of Tibetan Hongjingtian (Rhodiola crenulata) in the treatment of COVID-19,2021,18,10,"Li Wang, Yuhe Wang, Wei Yang, Xue He, Shilin Xu, Yongjun He, Qunying Hu, Dongya Yuan, Tianbo Jin",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Silibinin Schiff Base Derivatives Counteract CCl4-Induced Acute Liver Injury by Enhancing Anti-Inflammatory and Antiapoptotic Bioactivities,2022,14,11,"Rong Xu, Siyan Qiu, Jie Zhang, Ling Zhang, Haizhu Xing, Min You, Man Wang, Yuting Lu, Peng Zhang, Jing Zhu",10,"{'CN': 10, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Interactivity and live-streaming commerce purchase intention: Social presence as a mediator,2023,9,2,Lei Zhang,1,{'CN': 2},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,UBE2J1 knockdown promotes cell apoptosis in endometrial cancer via regulating PI3K/AKT and MDM2/p53 signaling,2023,9,6,"Ping Zhang, Huiping Guo, Fang Zhao, Jia Ke, Fei Yang",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Epigallocatechin-3-gallate restores mitochondrial homeostasis impairment by inhibiting HDAC1-mediated NRF1 histone deacetylation in cardiac hypertrophy,2023,9,10,"Gu Li, Bo Pan, Lifei Liu, Xiaohui Xu, Weian Zhao, Qiuhong Mou, Narae Hwang, Su Wol Chung, Jie Tian",9,"{'CN': 3, 'US': 3}",treatment,unknown,"{'M': 1, 'F': 0}"
Xiaoli Liu,Senior,"Long-term anesthetic analgesic effects: Comparison of tetracaine loaded polymeric nanoparticles, solid lipid nanoparticles, and nanostructured lipid carriers in vitro and in vivo",2019,20,2,Qianqian Zhao,1,{'CN': 2},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,CircRNA expression profiles in decidual tissue of patients with early recurrent miscarriage,2019,19,10,"Chunli Li, Xuemei Chen, Xueqing Liu, He Junlin, Yubin Ding, Chao Tong, Chuan Peng, Yingxiong Wang, Rufei Gao",9,{'CN': 10},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Fibrinogen-like protein 2 controls sepsis catabasis by interacting with resolvin Dp5,2019,19,19,"Yu Zhou, Juan Lei, Qichao Xie, Lei Wu, Shengwei Jin, Bo Guo, Xiang Wang, Guifang Yan, Qi Zhang, Huakan Zhao, Jiangang Zhang, Xiao Zhang, Jingchun Wang, Jiaqi Gu, Duyun Ye, Hongming Miao, Charles N. Serhan, Yongsheng Li",18,"{'CN': 17, 'US': 1}",treatment,unknown,"{'M': 3, 'F': 0}"
Xiaoli Liu,Senior,LncRNA FENDRR-mediated tumor suppression and tumor-immune microenvironment changes in non-small cell lung cancer,2020,19,6,"Hongyu Pan, Yu Tao, Lei Sun, Wen-Jun Chai, Mingxia Yan",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,A novel HDAC inhibitor chidamide combined with imatinib synergistically targets tyrosine kinase inhibitor resistant chronic myeloid leukemia cells,2020,19,10,"Bailin He, Qiang Wang, Ziyuan Lu, Jiaochan Han, Chengyun Pan, Bing Z. Carter, Qifa Liu, Na Xu, Hongsheng Zhou",9,"{'DE': 1, 'CN': 8, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Characterization of class B scavenger receptor type 1 (SRB1) in turbot (Scophthalmus maximus L.),2020,18,9,"Chao Li, Xuefeng Ge, Baofeng Su, Qiang Fu, Beibei Wang, Yichao Ren, Lin Song, Ning Yang",8,"{'CN': 8, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Value of next-generation sequencing in early diagnosis of patients with tuberculous meningitis,2021,17,6,"Aiqing Lin, Baotao Cheng, Xiaochun Han, Hong Zhang, Xueping Liu",5,{'CN': 6},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Identification and Analysis of Potential Autophagy-Related Biomarkers in Endometriosis by WGCNA,2021,17,8,"Jing Wang, Shanshan Cong, Han Wu, Yanan He, Liyuan Sun, Xibo Zhao, Guangmei Zhang",7,{'CN': 7},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Characterization of toll-like receptor 1 (TLR1) in turbot (Scophthalmus maximus L.),2021,16,9,"Junxia Yu, Ning Yang, Beibei Wang, Baofeng Su, Qiang Fu, Min Zhang, Fenghua Tan, Chao Li",8,"{'CN': 8, 'US': 1}",treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Predictors of Malignancy in Thyroid Nodules Classified as Bethesda Category III,2022,13,5,"Jingjing Wang, Wei Du, Liyuan Dai, Qigen Fang",4,{'CN': 5},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,Evaluation of 5-aminolevulinic acid-mediated photodynamic therapy in postmenopausal women with persistent HPV infection with or without cervical and vaginal low-grade squamous intraepithelial lesions (CIN1/VaIN1),2022,13,5,"Lili Wang, Junhua Zhang, Youzhong Zhang, Lin Jia",4,{'CN': 5},treatment,unknown,"{'M': 0, 'F': 2}"
Xiaoli Liu,Senior,The Δ1-pyrroline-5-carboxylate synthetase family performs diverse physiological functions in stress responses in pear (Pyrus betulifolia),2022,13,9,"Changqing Ma, Mengqi Wang, Mingrui Zhao, Mengyuan Yu, Xiaodong Zheng, Yike Tian, Zhijuan Sun, Caihong Wang",8,{'CN': 9},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,CD19-Specific CAR NK Cells Coexpressing IL-21 Exhibit Superior Expansion and Antitumor Activity Against CD19-Postive Lymphoma,2023,8,8,"Bailin He, Hong Chen, Shikai Deng, Chengyao Li, Na Xu, Hongsheng Zhou, Qifa Liu",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
Xiaoli Liu,Senior,"Valproic acid, targets papillary thyroid cancer through inhibition of c-Met signalling pathway.",2017,18,6,"Yantao Fu, Haibo Zheng, Le Zhou, Da-Qi Zhang, Hui Sun",5,"{'HK': 5, 'CN': 1}",treatment,unknown,"{'M': 0, 'F': 1}"
Xiaoli Liu,Senior,Future Directions of Neural Monitoring in Thyroid Surgery,2017,17,5,"Hoon Yub Kim, Che‐Wei Wu, Young Jun Chai, Gianlorenzo Dionigi",4,"{'KR': 2, 'CN': 1, 'TW': 1, 'IT': 1}",treatment,unknown,"{'M': 2, 'F': 1}"
Xiaoli Liu,Senior,Inhibition of Siah2 Ubiquitin Ligase by Vitamin K3 Attenuates Chronic Myeloid Leukemia Chemo-Resistance in Hypoxic Microenvironment,2018,17,8,"Jixian Huang, Ziyuan Lu, Yajuan Xiao, Bolin He, Chengyun Pan, Xuan Zhou, Na Xu",7,{'CN': 8},treatment,unknown,"{'M': 0, 'F': 0}"
